,Type,Title,Rating,Status,Start date,Completed date,Score,"Avg. Rating
(Rotten Tomatoes)","Avg. Rating
(AGB Nielsen)",Cast
,Kdrama,"The Heirs (Korean: 왕관을 쓰려는 자, 그 무게를 견뎌라 – 상속자들)",,,,,0.84,,16.70%,"Lee Min-ho as Kim Tan[12][13][14][15][16][17][18]
Jung Chan-woo as young Kim Tan
Jeon Jin-seo as child Kim Tan
The future heir to the Jeguk (meaning ""Empire"") Group.[19] He is the son of his father's mistress, but is listed in the family registry as the second son of the wife in order to be a legitimate heir. Though hot-headed and at times immature, Kim Tan is warm-hearted and honest. Although he is engaged to Rachel Yoo, he is attracted to Cha Eun-sang at first sight and falls in love with her despite her poor background.[20]
Park Shin-hye as Cha Eun-sang[21][22][23][24]
Down-to-earth and somewhat cynical, Eun-sang diligently works part-time jobs to support herself and her mother after her sister leaves for the U.S. She lives in Kim Tan's home, since her mother is a live-in housekeeper of the Kim family. She is enrolled in Jeguk High School on a welfare scholarship given by President Kim.
Kim Woo-bin as Choi Young-do[25][26][27]
Yang Hyun-mo as young Choi Young-do
The heir to the Zeus Hotel Group. Known for his cunning intellect and volatile manners, he is feared by his classmates, whom he bullies.[28] He is formerly best friends with Kim Tan, but a misunderstanding made them enemies. Young-do begins picking on Cha Eun-sang to irritate Tan but he soon realizes that's not the only reason she's always on his mind.
Supporting
Jeguk High School
Kim Ji-won as Rachel Yoo[29][30]
Kim Tan's fiancée. The rich, chic and haughty heiress of clothing company RS International, she is also known as the ""Paris Hilton of Jeguk High School"". She dislikes Cha Eun-sang, and attempts many times to split her and Kim Tan apart. She is also on close terms with Tan's half-brother, Kim Won.
Kang Min-hyuk as Yoon Chan-young[31][32]
Son of the Jeguk Group's secretary. Kind, cool-headed, warm, and smart, Chan-young always sees the best in people. Despite being in the social care group, he doesn't get picked on by the ""higher social status"" students because he is the class president. He is also Eun-sang's best friend, and his friendship with her makes his girlfriend, Lee Bo-na jealous. Nonetheless, Chan-young thinks that everything Bo-na does is cute, especially when she is jealous.
Kang Ha-neul as Lee Hyo-shin[33]
Son of the attorney general. Calm and laid back, he runs the school broadcasting system together with Bo-na and later Eun-sang. He is also close friends with Kim Tan. Hyo-shin is constantly pressured by his family to get into law school, despite his dislike for the profession. To overcome his family's pressure, he joins the army without telling anyone besides Tan and Rachel. Hyo-shin also has a one-sided crush on his private tutor, Jeon Hyun-joo, but later falls for Rachel.
Krystal Jung as Lee Bo-na[34]
The beautiful daughter of the CEO of Mega Entertainment. Though somewhat spoiled, she is actually kind-hearted.She is praised for her beauty and cuteness. She is Kim Tan's first love and ex-girlfriend, and now they are still on friendly terms. She is now dating Chan-young. She dislikes Eun-sang at first for being Chan-young's best friend, believing that ""there is no way for a girl and a boy to simply be just friends"", but as the time goes by she became friends with her.
Park Hyung-sik as Jo Myung-soo[35][32]
Son of the CEO of Victory Law Firm, the largest law firm in town. He is quick-witted, playful and often jokes around. He often hangs out at night clubs and take photos of his friends. He is best friends with Young-do and Bo-na (the three often hang out together in Myung-soo's studio, where there is a wall covered in pictures of his friends and family.).
Jeon Soo-jin as Kang Ye-sol
The daughter of a former bar hostess who owns 10 large bars in Gangnam, Seoul. She is Lee Bo-na's best friend. Her existence in Jeguk High School was unremarkable until Rachel exposed her mother's profession, which temporarily halted her friendship with Bo-na. She has a crush on Choi Young-do.
Choi Tae-hwan as Lee Sang-woo
Choi Young-do's lackey.
Yang Seung-pil as Hyo-joon
Choi Young-do's lackey.
Cho Yoon-woo as Moon Joon-young[36]
A victim of Choi Young-do's bullying at Jeguk High School due to his ""welfare status"". He later leaves to another school.
Others
Choi Jin-hyuk as Kim Won[37]
Kim Tan's older half-brother. The son of his father's first wife, who died when he was young. He is an accomplished and capable young executive who runs his family's giant conglomerate, Jeguk Group. At constant friction with his family, he attempts to rule the company himself, and fears that Tan will get in his way. Due to this, he had never had a real brotherly relationship with Tan, despite the latter trying everything he can to win his brother's heart. He is in a relationship with Hyun-joo, whom he later gives up on for the sake of the company.
Lim Ju-eun as Jeon Hyun-joo[38]
A teacher at Jeguk High School. Diligent and earnest, Hyun-joo gets Kim Won's attention for her sharp intelligence, and they enter into a relationship. But she eventually broke up with Won to allow him to concentrate on running the company. She is also the private tutor of Hyo-shin, who had a crush on her.
Kim Mi-kyung as Park Hee-nam
The mute housekeeper of the Kim family, and mother of Eun-sang. She lost her voice when she was three years old due to a severe fever. She often gives advice to Kim Tan's mother. She is kind, and wants the best for her daughter.
Kim Sung-ryung as Han Ki-ae
Kim Tan's mother and the mistress of Kim Nam-yoon. Though somewhat vain and self-centered, she cares for her son deeply and only wants him to be happy.
Jung Dong-hwan as Kim Nam-yoon
President of Jeguk Group, and father of Kim Tan and Kim Won.
Park Joon-geum as Jung Ji-suk
Chairwoman of Jeguk High School. Kim Nam-yoon's second wife, and Kim Tan's registered mother. Selfish and controlling, she attempts to take over Jeguk Group when her husband, the chairman falls ill.
Yoon Son-ha as Esther Lee[39]
President of RS International and Rachel's mother, who is engaged to Choi Dong-uk, Young-do's father. However, she still appears to be in love with Yoon Jae-ho, whom she previously gave up on to marry someone who would help her business.
Choi Won-young as Yoon Jae-ho
Jeguk Group's secretary and Chan-young's father, who is previously involved with Esther Lee.
Choi Jin-ho as Choi Dong-wook[40]
President of Zeus Hotel Group and father of Young-do. He is controlling and violent, and became a womanizer after his first wife, Young-do's mother, left their family. He is engaged to Esther Lee but he is having an affair.
Baek Seung-hyeon as Secretary Jung
Choi Ji-na as Yoo Kyung-ran
Choi Young-do's mother
Seo Yi-sook as Lee Hyo-shin's mother
Jung Won-joong as Lee Chan-hyuk
Lee Hyo-shin's father
Lee Yeon-kyung as Lee Bo-na's mother
Ra Mi-ran as Jo Myung-soo's mother
Choi Eun-kyung as Kang Ye-sol's mother
Special appearances
Yoon Jin-seo as Cha Eun-suk / Stella (ep. 1)
Cha Eun-sang's sister
Kim Hee-chul as music program MC (ep. 4)[41]
2EYES as themselves (ep. 4)
VIXX as themselves (ep. 4)[42]
BTOB as themselves (ep. 4)
Jung Joo-hee as announcer (ep. 15-16)
Wang Ji-won as Yang Da-kyung (ep. 17, 19-20)
Kim Won's blind date woman
Lee Hyun-jin as Lee Hyun-jin (ep. 19)"
,Kdrama,"That Winter, the Wind Blows (Korean: 그 겨울, 바람이 분다)",,Skipped,2020-08-14,,0.74,,13.90%,"Jo In-sung as Oh Soo
An orphan who doesn't care about anything after the death of his first love, he becomes a high-class gambler and playboy. Desperate to find money to repay a debt or forfeit his own life, he becomes a con artist who sets sights on a new target: Oh Young, pretending to be her long-lost brother.[8][9][10][11][12]
Song Hye-kyo as Oh Young
A legally blind heiress to giant conglomerate. Oh Young lives alone, estranged from her mother and older brother since she was a child.[13][14][15][16]
Kim Bum as Park Jin-sung
Soo's best friend and right-hand man. Loyal and hot-headed, Jin-sung dreams of scraping up enough money to buy his father an organic cattle farm.[17][18][19]
Jung Eun-ji as Moon Hee-sun
Younger sister of Soo's first love, Hee-joo. Hee-sun is a quirky, tomboyish girl with a deep fondness for flowers. Though Hee-sun tries to despise Soo after he leaves Hee-joo, she finds that she cannot, and instead helps him in his scheme"
,Kdrama,When the Camellia Blooms (Korean: 동백꽃 필 무렵),,,,,0.74,,13.90%,"Gong Hyo-jin as Oh Dong-baek[9]
Kang Ha-neul as Hwang Yong-sik[9]
Kim Ji-seok as Kang Jong-ryul[10]
Ji Yi-soo as Jessica / Park Sang-mi
Oh Jung-se as No Gyu-tae
Yeom Hye-ran as Hong Ja-young
Son Dam-bi as Choi Hyang-mi / Choi Go-eun[11]
Kim Kang-hoon as Kang Pil-gu
Go Doo-shim as Deok-soon
Lee Jung-eun as Jo Jung-sook, Dong Baek's mother
Jun Bae-soo as Byun Bae-soo
"
,Kdrama,She Was Pretty (Korean: 그녀는 예뻤다),,,,,0.71,,13.40%,"Hwang Jung-eum as Kim Hye-jin[11][12][13][14][15]
Jung Da-bin as young Hye-jin
An intern in the administration section before being appointed as junior editor. She used to be a beautiful, wealthy, and smart girl, but lost everything. Embarrassed at her failures in life, she asked her best friend Ha-ri, to meet with her first love Sung-joon, using her name. She thought that would be the end of her fate with Sung-joon, but turns out it's only the beginning of her nightmare, as he then becomes her boss. Despite the misfortunes, she still strives to do her best.
Park Seo-joon as Ji Sung-joon
Yang Han-yeol as young Sung-joon
The youngest deputy chief editor in Korea. Stubborn and arrogant but also brilliant in his work. Contrary to Hye-jin, he was unattractive and shy but grows up to become handsome and successful. Immediately after returning to Korea, he contacted his first love, Hye-jin. He ends up falling for her even when he didn't recognize that she was his childhood friend and first love.
Go Joon-hee as Min Ha-ri
Lee Ja-in as young Ha-ri
A hotelier. She is Hye-jin's best friend and roommate. A beautiful and stylish woman with good personality. While continuing to pretend to be Hye-jin, she ends up falling for Sung-joon. Fearing that her relationship with her best friend might be compromised, she tries several times to tell him the truth only to fail in the end and having Hye-jin find out first.
Choi Si-won as Kim Shin-hyuk[16][17][18]
A senior feature editor. He is generally a free-spirited, fair, and straightforward man but with mysterious identity (later found out to be the Korean writer, Ten). He is Hye-jin's direct supervisor at work, and they developed a close relationship. He ends up falling for her even before her beauty transformation. He found out about her relationship with Sung-joon one day when she was drunk.
Supporting
Hye-jin's family
Park Choong-seon as Kim Jong-seob
Kim Hye-jin's father
Lee Il-hwa as Han Jung-hye
Kim Hye-jin's mother
Jung Da-bin as Kim Hye-rin
Kim Hye-jin's younger sister
Ha-ri's family
Lee Byung-joon as Min Yong-gil
Min Ha-ri's father
Seo Jung-yeon as Na Ji-seon
Min Ha-ri's stepmother
The Most
Hwang Seok-jeong as Kim Ra-ra
The chief editor of The Most magazine.
Shin Dong-mi as Cha Joo-young
Ahn Se-ha as Kim Poong-ho
A lazy employee who orders junior coworkers around. He later turns out to be the Vice President of the company.
Shin Hye-sun as Han Seol
She finds out about the fact that the son of the chairman is one of her co-workers and sets out to become his love interest.
Park Yu-hwan as Kim Joon-woo[19]
Kang Soo-jin as Joo Ah-reum
Kim Ha-kyun as Boo Jong-man
Jo Chang-geun as Kwang-hee
Jin Hye-won as Lee Seol-bi
Cha Jung-won as Jung Seon-min
Bae Min-jung as Park Yi-kyung
Im Ji-hyun as Lee Eun-young
Special appearances
Kim Sung-oh as the man at pub (ep. 3)
Hwang Seok-jeong as the ajumma in the restaurant on (ep. 7)
Kim Je-dong as The Most 20th Anniversary's party MC (ep. 9)
Lee Joon-gi as the guest for The Most 20th Anniversary (ep. 9)
Seo In-guk as the guest for The Most 20th Anniversary (ep. 9)
Uee as the guest for The Most 20th Anniversary (ep. 9)
Park Hyung-sik as the guest for The Most 20th Anniversary (ep. 9)
Lee Sang-hoon as interviewee for Editor Kim (ep. 11)
Yoon Yoo-sun as Cha Hye-jung, Min Ha-ri's mother (ep. 11)
Richard Poon as Mr. Kang (ep. 12)
Kim Bo-min as Ji Yeon-woo, Ji Sung-joon's & Kim Hye-jin's daughter (Episode 16)"
,Kdrama,Itaewon Class (Korean: 이태원 클라쓰),,,,,0.61,,11.83%,"Park Seo-joon as Park Sae-ro-yi[8]
Proprietor of DanBam, a bar-restaurant in Itaewon. In his youth, Sae-ro-yi gets expelled from high school for punching CEO Jang's son Geun-won, who was bullying a classmate, and becomes bereaved when his father is killed by Geun-won's reckless driving. Angered by the loss, he attacks Geun-won, leading to his three-year imprisonment. Following his father's steps, Sae-ro-yi opens his bar-restaurant DanBam in Itaewon seven years after he is released from jail, with the aim of expanding it into a franchise and defeating CEO Jang's food company Jangga Group. In 2020, he becomes the CEO of his company IC Group.
Kim Da-mi as Jo Yi-seo[9]
Manager of Sae-ro-yi's bar-restaurant DanBam. Yi-seo is a multi-talented and intelligent girl with an IQ of 162. She moved from New York to continue her studies in South Korea. She is also famous on social media as a power blogger and social media internet celebrity. Having a crush on Sae-ro-yi, she offers to become the manager of DanBam. Her lack of empathy and callous behavior has many people believe she is a sociopath, but she does end up caring for her DanBam coworkers. Despite being declined by Sae-ro-yi, Yi-seo remains by his side as his manager and work partner while still maintaining feelings for him. In 2020, Yi-seo becomes the CFO of Sae-ro-yi's company IC Group.
Yoo Jae-myung as Jang Dae-hee[10]
CEO of food company Jangga Group. CEO Jang is a self-made man who, despite the odds, succeeds in turning his once small bar into a large franchise company. In his years of experience leading Jangga, he develops a strong belief in power and authority as a means to achieve his goals. He meets Sae-ro-yi when the latter has a fight with his son Geun-won in high school. In 2020, he is diagnosed with pancreatic cancer and doesn't have much long to live.
Kwon Nara as Oh Soo-ah[11]
Head of the strategic planning team in Jangga Group; Sae-ro-yi's former classmate and first love. Abandoned by her mother, Soo-ah grew up in an orphanage and became close with Sae-ro-yi's father Sung-yeol. She becomes acquainted with Sae-ro-yi, who has a crush on her. After the car accident, she receives a scholarship offer from Jangga Group and she soon becomes an employee in the company. Though passionate about her work, she is torn between her allegiance to Jangga and her love for Sae-ro-yi.
Supporting
DanBam staff
Kim Dong-hee as Jang Geun-soo[12]
CEO Jang's second and illegitimate son; Yi-seo's classmate and staff member at DanBam. Geun-soo has been bullied by his older brother Geun-won and he never felt loved by his mother and CEO Jang. Upon turning 17, he left the Jang family and lived by himself from then on. After inconveniencing DanBam in an incident, he decides to work for Sae-ro-yi, whom he considers to be a ""real adult."" He has a crush on Yi-seo. However, after leaving DanBam, Geun-soo chooses to work at his father's company to become the successor for Jangga Group. In 2020, he is the director of Jangga Group.
Ryu Kyung-soo as Choi Seung-kwon[13]
Staff member at DanBam. Seung-kwon was Sae-ro-yi's cellmate in prison.
Believing that he cannot better his life outside of jail, he became a gangster under a gang leader upon his release. Seven years later, he meets Sae-ro-yi who, to his surprise, had already opened a bar in Itaewon. Deeply respecting Sae-ro-yi and his way to live a better life, he gives up being a gangster and starts working at DanBam. In 2020, he becomes one of the directors of Sae-ro-yi's company IC Group.
Lee Joo-young as Ma Hyeon-yi[14]
DanBam's chief cook. Hyun-yi first met Sae-ro-yi in a factory where the two formerly worked, years before the start of DanBam.
She was hired as DanBam's cook when Sae-ro-yi liked the food she once cooked for him back then. Hyun-yi is a transgender woman and has been saving money for her sex reassignment surgery.
Chris Lyon as Kim To-ni[15]
DamBam's Guinean-Korean part-timer. Even though he cannot speak and understand English, To-ni is fluent in speaking Korean, owing to his Korean father and his one-year residence in South Korea, and French, the language he speaks in Guinea.
Jangga Group
Ahn Bo-hyun as Jang Geun-won[16]
CEO Jang's first son and heir to Jangga Group. Geun-won was Sae-ro-yi and Soo-ah's classmate in high school who frequently bullied their classmate Ho-jin. He caused the vehicular accident that killed Sae-ro-yi's father Sung-yeol. Years later when he attempts to recruit Yi-seo into Jangga, his confession to the crime is recorded by her and he attacks her until Sae-ro-yi intervenes and gets him arrested. Dae-hee deserts Geun-won by admitting his son's crimes during his apology meeting and getting him sent to prison. In 2020, he is released and alongside Kim Hee-hon and his gang, Geun-won plans to get revenge on Yi-seo.
Kim Hye-eun as Kang Min-jung[17]
Jangga Group's executive director, who secretly plots to usurp CEO Jang.
Hong Seo-joon as Mr. Kim[18]
Jang Dae-hee's right-hand man. He is very loyal to his boss.
Yoo Da-mi as Kim Sun-ae[19]
Jang Dae-hee's secretary and Kang Min-jung’s spy.
Others
Lee David as Lee Ho-jin[20]
Sae-royi's investment manager. Ho-jin was Sae-ro-yi, Soo-ah and Geun-won's classmate in high school. After years of bearing the constant bullying from Geun-won, he gets into a prestigious college and takes up business administration. He partners up with Sae-ro-yi in taking revenge against Geun-won and CEO Jang. In 2020, he becomes the financial manager for Sae-ro-yi's company IC Group.
Kim Yeo-jin as Jo Jeong-min[21]
Yi-seo's mother, who disapproves of Yi-seo quitting college and working at Danbam.
Yoon Kyung-ho as Oh Byeong-heon[22]
Detective in charge of Geun-won's hit-and-run case which he was pressured to cover up. He quit his job after the case and is now one of Sae-ro-yi's suppliers.
Choi Yu-ri as Oh Hye-won[23]
Oh Byeong-heon's daughter, who is oblivious to Sae-ro-yi's connection with her father.
Kim Mi-kyeong as Kim Soon-rye[24]
To-ni's Korean paternal grandmother. After her son's death, she deeply regrets disapproving of her son's marriage to a Guinean woman (To-ni's mother), as it caused her son to run away. She is a loan shark who offers her services to Sae-ro-yi when he moves his bar to a new location. She was also one of the first supporters of Jangga.
Won Hyun-joon as Kim Hee-hoon[25]
Sae-ro-yi's former cellmate and a leader of a group of gangsters. Though initially cordial to both Sae-ro-yi and Choi Seung-kwon, he later allies himself with Jang Geun-won.
Han Hye-ji as Kook Bok-hee[26]
Yi-seo and Geun-soo's former classmate. Yiseo exposed her bullying other students when uploading a video online.
Special appearances
Ahn Sol-bin as Sae-ro-yi's classmate (Ep. 1)[27]
A student who has a crush on Sae-ro-yi and eventually confesses her love but is rejected.
Son Hyun-joo as Park Sung-yeol (Ep. 1–2 & 15)[28]
Sae-ro-yi's father and former employee in Jangga Group. He taught Sae-ro-yi to stick to his beliefs and to fight for what is right. He resigns from Jangga in defense of Sae-ro-yi's deed of stopping Geun-won's bullying. He dies in an accident caused by Geun-won.
Hong Seok-cheon as himself (Ep. 2, 4, 9 & 16)[29]
Soo-ah's acquaintance. He works at a bar that Sae-ro-yi visits twice (years before and after opening DanBam). They meet again after Sae-ro-yi moves the location of his bar.
Yoon Park as Kim Sung-hyun (Ep. 3)[30]
Geun-soo's elder friend who goes to DanBam with Geun-soo and Yi-seo where the two get caught for underage drinking.
Cha Chung-hwa as Bureau Chief's wife (Ep. 3)[31]
Mother of a bully student, Bok-hee, whose behavior was exposed online by Yi-seo.
Im Soeun as Bok-hee's friend (Ep. 5)[32]
She tried to assault Yi-seo with Bok-hee and her other friend when they met months after graduating high school.
Jung Yoo-min as Seo Jeong-In (Ep. 6)[33]
The daughter of the CEO of a pharmaceutical company and Geun-won's blind date. The blind date was arranged by Geun-won's father.
Seo Eun-soo as part-time job applicant (Ep. 6)[34]
Sae-ro-yi's acquaintance. She applied for the job that was eventually offered to Kim To-ni. Yi-seo decided not to hire her because she was jealous of her close relationship with Sae-ro-yi.
Kim Il-joong as himself (Ep. 11 & 13)[35]
Host of the cooking program show The Best Pub.
Jeon No-min as Do Joong-myung (Ep. 11–12)[36]
CEO of the investment firm Jungmyung Holdings. He offers Sae-ro-yi to franchise DanBam.
Lee Jun-hyeok as Park Joon-gi (Ep. 11–13)[37]
A contestant on The Best Pub. He represents Jangga Group as the head cook and comes in second to Hyun-yi during the final. He subsequently gets fired.
Park Bo-gum as Handsome Chef (Ep. 16)[38]
The new chef at Soo-ah's restaurant in which Hong Seok-cheon invested after he passed the job interview."
,Kdrama,High Society (Korean: 상류사회),,,,,0.52,,9.00%,"Uee as Jang Yoon-ha
The youngest daughter of a chaebol family. She took part-time jobs in order to handle her family-induced stress. She does not let people get close to her because those people often hurt or always leave her, but she falls in love with Joon-ki.
Sung Joon as Choi Joon-ki
He grew up in poverty and since a young age, has worked hard to earn his high-ranking position. He initially dates Yoon-ha to gain powers, but eventually his feelings become real.
Park Hyung-sik as Yoo Chang-soo
He is also a chaebol, and Joon-ki's boss. He falls for Yoon-ha's best friend Ji-yi, due to the fact that she overlooked his wealth and status. He doesn't like being used by people he considers allies.
Lim Ji-yeon as Lee Ji-yi
She is Yoon-ha's best friend and Chang-soo's girlfriend. At first she didn't know about Yoon-ha's real identity and had a crush on Joon-ki. She had imagined chaebols to be people who led an easy life and got whatever they want; those are the reasons why she refused to date Chang-soo at first. But his earnest affection for her made her change her mind.
Supporting
Yoon Joo-sang as Jang Won-sik
Yoon-ha's father.
Go Doo-shim as Min Hye-soo
Yoon-ha's mother.
Lee Sang-woo as Jang Kyung-joon
Yoon-ha's older brother. He was very caring and protective of Yoon-ha, her only ally in the family. Kyung-joon's boat sank off the coast of Mexico, and he is presumed dead.
Yoon Ji-hye as Jang Ye-won
Yoon-ha's eldest sister. She will do anything to succeed.
Yoo So-young as Jang So-hyun
Yoon-ha's second oldest sister. She is jealous of Yoon-ha because their parents let her do whatever she wants; however, Yoon-ha only wants to be loved by her parents. So-hyun is vain and very high maintenance.
Bang Eun-hee as Kim Seo-ra
Won-sik's mistress.
Nam Myung-ryul as Choi Young-ho
Joon-ki's father.
Yang Hee-kyung as Lee Min-sook
Joon-ki's mother, who works as Seo-ra's housekeeper.
Choi Yong-min as Butler Hong
A longtime employee of the Jang family.
"
,Kdrama,Suits (Korean: 슈츠),,In progress,2020-11-03,,0.48,,8.90%,"Jang Dong-gun as Choi Kang-Seok
A legendary lawyer. He is the equivalent of Harvey Specter, portrayed by Gabriel Macht.
Park Hyung-sik as Go Yeon-woo
A genius rookie lawyer with an excellent memory. He is the equivalent of Michael Ross, portrayed by Patrick J. Adams.
Chae Jung-an as Hong Da-ham
Choi Kang-seok's capable assistant. She is the equivalent of Donna Paulsen, portrayed by Sarah Rafferty.
Jin Hee-kyung as Kang Ha-yeon: Co-founder of “Kang&Ham”. She is the equivalent of Jessica Pearson, portrayed by Gina Torres.
Ko Sung-hee as Kim Ji-na[7][8]
A paralegal who is perfect in what she does. She is the equivalent of Rachel Zane, portrayed by Meghan Markle.
Choi Gwi-hwa as Chae Geun-sik: A lawyer and Kang-Seok's rival. He is the equivalent of Louis Litt, portrayed by Rick Hoffman.
Supporting
Hwang Tae-gwang as Lawyer Huang
Choi Yu-hwa as Jae-hee[9]
Choi Kang-Seok's informant who collects information and complete missions in secret for him.
Lee Si-won as Se-hee[10]
Lee Tae-sun as Seo Gi-woong[11]
Son Yeo-eun as Kim Moon-hee
Jang In-sub as Jang Seok-hyun
Lee Jung-hyuk as Kim Jin-kyu
Jang Yoo-sang as Park Joon-gyu
Kim Young-ho as Ham Ki-taek
Special appearance
Lee Yi-kyung as Park Joon-pyo (ep 1–2)
Bewhy as himself (ep 3–4)[12]
Jang Shin-young as Na Joo-hee (ep 3–4)
Kang-seok's ex-girlfriend
Kwon Hyuk as Nam Sang-moo[13]
Son Sook as Madame Bae (ep 4)
Son Seok-koo as David Kim (ep 5–6, 13, 15)
Nam ki-ae as CEO Sim Young Joo (Namyoung CEO)
Jeon No-min as Oh Byung-wook (ep 7)"
,Movie,"Secretly, Greatly (Korean: 은밀하게 위대하게)",,,,,0.36,0.71,,"Kim Soo-hyun - Lieutenant Won Ryu-wan / Bang Dong-gu
North Korean top agent who beat out 20,000 other competitors, is fluent in five languages and has an uncanny ability to read people. Disguised as a village idiot.[15][16][17][18][19][20][21][22][23][24]
Park Ki-woong - Rhee Hae-rang / Kim Min-su
Son of a high ranking North Korean official Rhee Moo-Hyuk, and as an agent is almost as good as Ryu-hwan. Disguised as a singer-wannabe.
Lee Hyun-woo - Rhee Hae-jin
The youngest secret agent in North Korean history. Disguised as a high school student.
Supporting
Son Hyun-joo - Colonel Kim Tae-won, 5446 Corps training chief[25]
Park Hye-sook - Jeon Soon-im, ""Market granny""
Kim Sung-kyun - Seo Soo-hyuk, NIS team leader
Go Chang-seok - 2nd Lieutenant Seo Sang-gu / Professor Seo Young-guk
Jang Gwang - Go Hwi-sun, ""Old man Go""
Shin Jung-geun - Mr. Park, the barber
Hong Kyung-in - Jo Doo-seok, Soon-im's son
Lee Chae-young - Heo Jeom-ran, nicknamed ""Ran""[26]
Park Eun-bin - Yoon Yoo-ran
Choi Woo-shik - Yoon Yoo-joo, Yoo-ran's younger brother
Joo Hyun - Rhee Moo-hyuk, 5446 Corps founder and Hae-rang's father
Goo Seung-hyun - Hwang Chi-woong
Jo Yong-jin - Hwang Se-woong, Chi-woong's Younger brother
Lee Yeon-kyung - Chi-woong and Se-woong's mother
Kim Young-jin - Kim Hee-kwan, former MPAF head
Uhm Tae-goo - Hwang Jae-oh
Moon Won-ju - Choi Wan-woo
Kim Beop-rae - NIS director
Lee Min - department head
Yoon Won-seok - Deong-chi
Park Jeong-gi - strike-force team leader
Lee Jae-woo as North Korea Military Officer
Go In-beom - Choi Jin-tak, NIS chief
Lee Bo-hyeon - NIS agent
Yook Se-jin - NIS agent
Kang Eun-tak - NIS agent
Park Jang-shik - NIS agent
Won Hyeon-jun - NIS agent
Heo Seok - NIS agent
Son Jun-young - young Ryu-hwan
Hong Tae-ui - young Hae-rang
Sung Yu-bin - young Hae-jin
Kim Do-gyun - audition judge
Park Hwi-sun"
,Movie,The Thieves (Korean: 도둑들),,,,,0.36,0.71,,"Kim Yoon-seok as Macao Park
Seo Young-joo as young Macao Park
Kim Hye-soo as Pepsee[8][9][10][11]
Lee Jung-jae as Popie[8][12][13][14][15]
Jun Ji-hyun as Yenicall[16][17][18][19][20]
Simon Yam as Chen
Kim Hae-sook as Chewing Gum
Oh Dal-su as Andrew[21]
Kim Soo-hyun as Zampano[22][23][24]
Angelica Lee as Julie[25]
Derek Tsang as Johnny
Joo Jin-mo as detective
Ki Gook-seo as Wei Hong
Yeh Soo-jung as Tiffany
Chae Gook-hee as informant
Choi Deok-moon as casino manager
Jang Joon-nyung as detective
Choi Jin-ho as One Eye
Son Byung-wook as Young-sik
Na Kwang-hoon as chief of criminal investigation
Shin Ha-kyun as art gallery owner (cameo)
"
,Movie,The Negotiation (Korean: 협상),,,,,0.34,0.67,,"Son Ye-jin as Ha Chae-yoon[9]
Hyun Bin as Min Tae-gu[10]
Supporting
Kim Sang-ho as Ahn Hyuk-soo
Jang Young-nam as Section Chief Han
Jang Gwang as Hwang Soo-suk
Choi Byung-mo as Secretary Kong[11]
Jo Young-jin as Chairman Koo
Kim Jong-goo as CEO Yoon
Yoo Yeon-soo as Chief Moon
Lee Joo-young as Lee Da-bin
Kim Min-sang as Deputy Department Head Park
Park Sung-geun as Operation officer
Han Ki-joong as Lieutenant General Son
Park Soo-young as Section Chief Choi
Jung In-gyeom as Lee Sang-mok
Lee Si-a as Yoo Yeon-joo
Lee Hak-joo as Park Min-woo
Special appearance
Lee Moon-sik as Capt. Jung"
,Kdrama,Cheese in the Trap (Korean: 치즈인더트랩),,,,,0.32,,6.00%,"Park Hae-jin as Yoo Jung,[2][3] Seol's senior. He is handsome, intelligent and successful, but secretly harbors a dark side to his personality. He is sometimes cold or manipulative, and has trouble forming relationships with others because of his uncertainty that they are not using him for his money. However, he is attracted to Seol.
Kim Go-eun as Hong Seol,[4][5] a beautiful and hardworking college student who struggles to figure out Yoo Jung's true intentions, but sees an innocent side in him against the advice of his childhood friend Baek In-ho.
Seo Kang-joon as Baek In-ho,[6][7] is a handsome and talented pianist who is adopted into Jung's wealthy family by his father. He and his sister came from a difficult background, but he finds it easy to get along with Seol, later developing feelings for her. He and Jung were friends as children, although they later develop a bitter rivalry as he believes that Jung was responsible for instigating a fight that damaged his hand, ending his dreams of becoming a concert pianist.
Lee Sung-kyung as Baek In-ha,[8] In-ho's beautiful, melodramatic and materialistic older sister. She was also adopted into Jung's family as a child, and is in love with Jung, although he does not reciprocate her feelings."
,Kdrama,Something in the Rain (Korean: 밥 잘 사주는 예쁜 누나),,Skipped,2020-08-21,,0.29,,5.47%,"Son Ye-jin as Yoon Jin-ah
A single woman aged 35 who works as a store supervisor in a coffee franchise. Despite being an easygoing person, she lives a rather hollow life. After being dumped by her boyfriend, she suddenly feels romantic feelings towards her best friend's younger brother Joon-hee.[7]
Jung Hae-in as Seo Joon-hee
Kyung-seon's younger brother who is a character designer at a computer video game company. He has returned to the country from his work in the USA after three years. While getting reacquainted with his older sister's best friend Jin-ah, he protects her a couple times and falls in love with her."
